_id,title,publish_time,content
t3620133,长江日报重生系列报道引发热烈反响，20多位市民联系本报讲述重生故事,2020-05-03 05:41,"长江网讯(记者刘晨玮 黄琪)
从治愈者身上看到这座城市的坚韧与希望。5月2日起，《长江日报》全媒体推出新冠肺炎康复者“重生”系列报道。首篇《他们治愈归来“要把爱传出去” 一家5口3人患新冠肺炎收获一群“武汉亲人”》一经刊发，便得到社会各界点赞。网友说：“这些故事不仅仅写的是一个个新冠病人的重生，更是写武汉这座城市劫后涅槃。”
网友：武汉劫后涅槃，充满希望
经过长江日报官方微信、APP等全媒体平台刊发后，无数网友在后台留下令人泪目的“读后感”。　　网友“莎莎”说:“治愈的背后是无数人的责任与付出，温暖与奉献。”　　网友“刘先生”：点赞重生!每个康复的患者和他们的家庭，因为无数人的无私相助，劫后重生!武汉这座城市，因为有英雄的人民，更会劫后涅槃，充满希望!　　网友“爱戴帽子的洋葱头”：只有武汉人、武汉城，才能理解“重生”二字里沉甸甸的悲痛和哀恸，经历了艰难困苦，经历了悲伤离别，又活过来了，恍如隔世，一切是旧时的模样，一切又不是旧时的模样，悲莫悲兮生别离，才会有重生之感。但回过头看，让人和城重生的，有悲伤，绝不停留于悲伤，而是从悲伤中生出一种生的顽强;有哀恸，绝不止于哀恸，而是从哀恸中生出对于未来的希望。重生，有向死之悲，也有向生之乐，这才是重生的两面，不忘记悲伤，也不失去希望。人和城在重生的两重性中既赋予历史以厚重，也以此构建未来发展之逻辑。向死而生，才是武汉的性格。有了重生的经历，还怕什么?　　网友“王昕蕊”：真是好感动，“重生”也是新的起点，祝福我们“重生”的武汉，经历过疫情的洗礼，一定会充满希望!充满生机和活力!　　网友“胖胖”： 一百名新冠肺炎治愈者的“重生”故事，一定会激励千万武汉人以凤凰涅槃的精神重振力量，再铸武汉新辉煌。　　网友“一一一”： 为长江日报推出的新冠肺炎治愈者“重生”故事的策划点赞，武汉是一座英雄的城市，武汉人民是英雄的人民，祝福重生的武汉亲人，也祝福我们重生的城市。
治愈者蔡娟：我和丈夫会继续努力拼搏
5月2日上午，因遭遇疾病而收获一群“武汉亲人”的蔡娟告诉长江网记者，她和丈夫会继续努力拼搏，这个奋进的5口之家险些被病毒击倒，但终于挺过来了，“过不好日子，对不起父母，也对不起这些拉我们一把的人!”　　感受到八方关爱后，蔡娟希望，能将他家的经历让更多人知道，希望大家对未来更有信心，“生活中都会遇到困难，但还是要相信我们能克服，因为到处都是善良的好人。”　　社区干部：帮助居民回归正常生活我们义不容辞　　蔡娟生活在东西湖区新沟镇街荷花社区，社区副书记刘要征在他们一家患病后，作为包保干部多次上门，不仅送上各类物资，还担任起照顾孩子起居生活的工作。　　荷花社区书记夏光表示，面对疫情，基层社区干部义不容辞，“我和我的团队、社区党员和居民志愿者只是武汉保卫战中的一员，全社会行动起来，形成强大的正能量，我们必将胜利。”　　28岁的社区网格员郭威告诉记者，看见蔡娟一家5口平安团圆，他感受到“平安就是疫情防控最大的胜利”。
他们说：自己的故事一样动人
5月2日，长江日报“重生”系列开篇，收集线索的长江日报官微、热线电话和邮箱也收获满满。20多位市民讲述自己身边的“重生”故事。　　市民李先生致电长江日报新闻热线，讲述自己母亲治愈的经过。他的母亲是残疾人，确诊新冠肺炎后，住进了武汉市第七医院、梨园医院，李先生说，母亲生活不能自理，上厕所、洗漱都需要医护人员照顾。　　网友“孟”给本报官微留言，讲述自家的重生故事：“人活着真的要相信爱，心中有爱，眼中看到爱。我的父母和孩子在此次疫情中都感染了，幸运的是所有人最终都康复回家。与其说害怕得病，不如说大家最怕的是隔离后突然的分离。最开始担心家人得不到妥善的照料，事实证明完全是多余的。无论救治的医院，还是出院后的康复驿站，或是回家后得到的关怀，社会的支持，我们都受到了太多的关怀和帮助。什么叫‘不惜一切代价’?就是不抛弃不放弃，不到最后一刻绝不停止救治，能用的手段全都用上，即使花费再多钱也要救人。就这样，我的家人都救回来了。是奇迹吗?并不是。没有把人的生命健康放在第一位、没有那么多人传递爱的接力棒是做不到的。治疗费用清单都是几万，但是完全免费的。巨浪袭来时，我们身后有一个强大的祖国。我爱这样的国家，这是经历过磨难后的一颗感恩之心，一份小人物朴素的爱。即使声音不大，但却是真实的。”　　网友张康给本报的留言，充满着对母亲治愈后的喜悦：“经此一疫，感慨万千。昨天，妈妈的检测报告出来了，Lgm终于转阴，她开心地说要过来看孩子，要给我做饭。这已经是她免费治疗出院后，社区组织她做的第五次免费核酸血清检测了。疫情里，国家从来没有随意打发任何一个人，感谢不厌其烦的网格员姐姐，感谢以生命守护生命的医者，感谢妈妈出院后在家隔离时，默默放菜在她门口的邻居们，感谢在疫情期间对武汉伸出援手的每一个人。今日出门，中山大道艳阳高照，有些商店开始有人排队了，大家戴着口罩相互间隔着距离，但我知道我们一直团结在一起。”　　每位治愈者的故事，都是这座城市抗击疫情最宝贵的记忆。本报将安排多路记者，及时采访，用他们的故事感动更多人，激励更多人。　　如果你也是新冠肺炎治愈患者，或者你的家人、朋友有新冠肺炎的治愈经历，可以在长江日报微信公众号留言分享，也可以通过邮箱cjrb027@qq.com或拨打电话027-59222222参与征集活动。经历过艰辛，武汉人更懂幸福的甜，让我们为您记录，把爱传递出去。　　【编辑：谢源】"
t3620132,医生大叫三声“活过来了”的程春生—— 清醒后说的第一句话是“多谢”,2020-05-03 04:40,"长江网讯(记者王恺凝)
生意一年比一年难做，去年底，债主催着还债，程春生把经营的小超市盘了出去，想着索性无债一身轻过个好年。　　但新冠病毒缠上了他。在同济医院光谷院区，他是“最有名”的病人。同济和上海华山医疗队为他成功撤除 ECMO(体外膜肺氧合)时，医生的三声“活过来了”和他泛着泪光的眼神，成为新冠肺炎医疗救治的标志瞬间。　　他感谢所有的帮助和关心，对出名却并无惊喜。鬼门关走一遭，妻儿希望他在家好好养着“，好不容易捡回来的命，不慌着赶路。”
程春生远远地站在厨房门外看着妻子做饭。记者金振强 摄
他成了家里最注意卫生的人
程春生不爱说话。4月18日，结束隔离回家，有媒体守候在门口。他对着镜头杵了半天，憋出一句“下半生要当两个半生去用”，再继续问，怎么用?他答不上来。　　18 岁的儿子拿着酒精站在门口，接过他的行李，一个箱子一个包，先给程春生消毒，从头喷到脚，接着又给行李消毒。正准备拿进屋，被他阻止了：“箱子和包放门口，明天再说。”　　这个举动让老婆戴军花有点意外。他不算一个细心的男人，连哪一年结婚的都不记得，更别提生活上的细枝末节。“要不然能感染?”戴军花说，关闭离汉通道那天，程春生去超市买了将近两个月的物资，回来手都没洗就吃饭，1月 29 日晚发烧了。　　但现在，他是家里最注意卫生的那个。勤洗手，戴口罩，不碰餐桌上任何东西，如果要碰，他会戴上手套。　　程春生也不让家里人碰他的东西，尤其是手机。4 月 29 日，他想从朋友圈找一张和医生的合影，但不知道怎么找。女儿程玉刚想拿过他的手机，他制止了，让程玉教他而不是代劳。　　“解除隔离后还要再复查一次核酸和血清，如果没问题才算完全安全。”程春生出院那天把医嘱看了一遍又一遍。毕竟ICU(重症监护室)出来的人，他怕自己“余毒未清”，又让家人中招。　　程春生出现高热症状后不久，程玉和戴军花相继腹泻、发烧，先后被确诊感染，属于轻症，母女俩于 2 月 9 日和 2 月 11 日分别由社区送进东西湖方舱和塔子湖方舱，儿子作为密接者送进隔离点观察。
程春生的手机里珍藏着医务人员与他的合影。记者金振强 摄
女儿：你创造了奇迹，你真的太棒了
程春生发烧后，症状一直加重，呼吸不畅，高烧不退，难受到整晚睡不着。他也不敢睡，定了闹钟，隔 1 小时响一次，“怕就这么睡过去了”。　　他入院后，从重症转为危重症，再到脱离 ECMO、脱离有创呼吸机拔除气管插管后转入普通病房，几乎接受了院区所有医疗资源的服务。接管 ICU 病区的华山医疗队，和同济护心、护肾、护理等小分队，前后投入了 20多名医护“守”他。　　2 月 27 日，同济医院心内科副主任医师周宁和华山医疗队一起，成功为程春生撤机。看到程春生慢慢睁开的双眼，周宁兴奋地喊了三声“活过来了”。这个瞬间被发布到网络后，点击几千万，无数网友留言为他加油，“睁大眼睛，不要睡啊，你马上就要赢了”“你睁开的双眼，让我们看到了希望”“这是 2020年最动人的双眼，最动听的声音”。　　第二天，程春生又顺利脱离呼吸机。当晚，护士从他的包里找到手机让他给家里报个平安。程春生拨通程玉的电话：“玉……”听到熟悉的声音，程玉连忙打断他：“爸爸，你别说话，快休息。”
程春生的手机里珍藏着医务人员与他的合影。记者金振强 摄
程玉形容 2月份的感觉“颠簸起伏，像一艘在巨浪里求生的小船”。　　2月19日，程玉接到了一条让她觉得“天塌了”的消息：医生为你爸爸实施了ECMO手术。　　住在隔离酒店的弟弟得知后，安慰妈妈和姐姐“，不要怕，还有我。”程玉现在回想弟弟当时超乎年龄的镇定，觉得一夜之间，弟弟不再是那个只知道玩游戏的小孩了“，我和妈妈六神无主的时候，弟弟说得最多的三个字就是‘不要怕’。”　　2 月29 日，程玉在长江日报官微看到报道和视频，才完全了解这段时间爸爸在 ICU 经历了什么。不怎么发朋友圈的她这天发了一条动态：你创造了奇迹，你真的太棒了。　　不过程春生自己对 ICU 的一切并不清楚，他甚至不知道自己住在哪家医院。3月 1日，完全清醒过来的他跟护士说的第一句话是“多谢”，第二句话是“我在哪儿啊?”　　但他记得半昏半醒时的状态“，我觉得老婆就在我身边跟我吵吵闹闹，跟我说不许睡觉。”　　周宁说程春生是他见过最顽强的患者“，他只要清醒时，就把眼睛睁得大大的。”他加了程春生的微信。4 月 26 日，周宁发了条关于程春生康复视频的朋友圈，程春生留言“谢谢周教授，你们辛苦了”，周宁回复：“记得每天吹气球，一个月后来找我复查。”
程春生在自家阳台上享受阳光。记者金振强 摄
他每天早晨坚持在阳台做康复运动
程春生回家的这十来天，每天雷打不动不到六点就起床了。戴军花有点担心“：以前坐着都能睡着，现在睡眠怎么这么少了。”　　他没有解释自己起这么早的原因，程玉分析处于恢复期，“慢慢来，会逐渐恢复正常的。”　　一家四口在家处于隔离状态，各住一间房，戴军花睡客厅，每天早上都是被在阳台做康复运动的程春生吵醒的。一组动作要做半小时，早晚各一组。　　程玉觉得回家后的爸爸和以前不太一样， “他不催婚了”。程玉今年24岁，18岁就到上海去工作，是位摄影师。程春生一直希望她能回武汉，嫁人生子，从她 22 岁起逮到机会就安排她相亲。有时候儿子都看不下去，劝他不要把姐姐逼疯了。　　“等到爸爸复查结果出来，我就得回上海上班了。”这次疫情给这个家带来的惊涛骇浪，让程玉重新审视自己过去的倔强。“也许我会回来，在父母身边尽孝，但也还没定，还没想好以后的路怎么走。”　　程春生倒是放下了执念：“女儿长大了，她的人生，由她自己决定。”　　他们家在7楼，天气好的时候，程春生很喜欢坐在阳台晒太阳，看着外面的车水马龙，没人知道他在想什么。有时候，他还会摆弄房间一角的缝纫机，那是他给戴军花的提亲礼。　　4月29 日中午，戴军花在厨房准备午饭，程春生站在厨房外边看着戴军花的背影，突然说：“等我好了 ，给你补上手表和录音机吧。”　　【编辑：谢源】"
t3620131,世卫组织感谢武汉为抗疫所做的“不懈努力”,2020-05-03 03:16,"5月1日，武汉客运段G77次的列车长周慧宇在整理旅客座椅，做好发车前准备工作。新华社发
世界卫生组织卫生紧急项目技术负责人玛丽亚·范凯尔克霍弗1日表示，感谢武汉人民为抗疫所做的“不懈努力”，我们需要继续向武汉学习抗疫经验。　　当天在日内瓦世卫组织总部举行的例行记者会上，对于武汉在院新冠患者日前清零，范凯尔克霍弗在回答新华社记者提问时说：“祝贺(武汉)取得这一成就。我们对此只有钦佩。”她表示，感谢武汉人民的“不懈努力”，不仅仅是医务工作者，还包括很长一段时期内遵守居家隔离措施的每个人。　　作为中国—世界卫生组织新冠肺炎联合专家考察组成员之一，范凯尔克霍弗今年 2 月在中国进行了为期 9 天的实地考察。她说，中国通过艰苦努力控制了疫情，并且仍然保持警惕以防疫情反弹。　　范凯尔克霍弗说，全世界都从中国和其他抗击疫情的国家那里学到很多。武汉曾经是疫情的重灾区，现在世界上有些城市也正在与疫情奋战。我们需要继续向武汉学习，学习如何解除防控措施，如何在常态化疫情防控下恢复正常经济和社会活动。　　(来源：新华社)　　【编辑：谢源】"
t3620130,纽约一养老院大量瞒报死亡人数,2020-05-03 03:10,根据世界卫生组织发布的统计数据，计数据，全球新冠肺炎累计确诊病例已达到 3233191 例，死亡病例增至 227489 例。疫情已扩散 到 213 个国家和地区，日新增确诊病例连续一个月超过6万例。　　目前美国累计确诊病例已超过 110 万 例 ，死亡病例超过6.5万例。据美国媒体1日报道，全美养老院、退伍军人之家等长期护理机构中，已有超过1.6万名入住者和工作人员因疫情死亡，约占全美死亡病例的四分之一。　　纽约市一家养老院日前被当地媒体曝光大量瞒报与新冠肺炎相关的死亡人数。这家养老院此前报 告有13个死亡病例，但实际死亡人数在100人左右。　　由于疫情趋缓，1日，西班牙马德里会展中心内临时修建的野战医院正式关闭。这家医院自3月21日开放以来，累计救治了超过4000名新冠肺炎患者。从2日起，西班牙的全国限制措施将进一步放松，民众可按年龄分时段短暂走出家门进行体育锻炼等活动。　　在俄罗斯，则继续实施严格的防控措施。目前俄罗斯已进行了近400万次检测，确诊病例数增长较快，累计病例超过12万例。　　新加坡将自 5 月 5 日起逐步放宽部分严控措施，一些商业活动可在保持安全社交距离的情况下恢复营业。　　印度政府1日将全国封锁措施再次延长两周至5月17日，不过一些疫情较轻地区的限制措施将放宽。　　在非洲，为平衡防疫和经济生产，南非、纳米比亚、毛里求斯等国也决定逐步放松限制措施。　　(来源：央视新闻联播)　　【编辑：谢源】
t3620129,湖北出台文旅产业振兴措施，为职工周五下午与周末外出旅游创造有利条件,2020-05-03 06:28,"长江网讯 (记者晋晓慧 通讯员鄂文旅)
5月1日，湖北省人民政府公布了《支持文化旅游产业恢复振兴若干措施》(以下简称《措施》)。　　《措施》提出了统筹安排1亿元为文旅企业纾困解难、鼓励有条件的地方和机关企事业单位为职工周五下午与周末外出旅游创造有利条件等“硬招”。　　《措施》提出，通过加大专项资金扶持、实施专项金融支持、拓宽企业融资渠道、延长企业保险期限等方式，加大企业纾困帮扶力度。统筹省级相关文旅专项资金，安排1亿元为文旅企业纾困解难。　　《措施》提出，落实带薪休假制度，鼓励干部职工分段休假、错峰休假，倡导结合法定节假日安排旅游休假。鼓励有条件的地方和机关企事业单位依法优化调整夏季作息安排，为职工周五下午与周末外出旅游创造有利条件。同时，还将鼓励各级工会组织按规定在省内组织劳模和职工疗养休养、春秋游等活动，合理使用会员会费为职工办理文旅年票等。　　【编辑：谢源】　　（作者：晋晓慧)"
t3620128,长江左岸智慧生态城商业配套已开工，这些地方的商业规划也有回复了,2020-05-03 04:06,"长江网讯(记者李爱华)
杨泗港武昌桥头堡如何打造沿江大型商务区?武汉经开区(汉南区)经开大道沿线是否有配套商业项目?近日，在长江网武汉城市留言板上，针对网民咨询的商业规划等问题，相关经办单位进行了答复。
杨泗港武昌桥头堡：15万平方米的商业商务建筑正在建设
网民：
杨泗港大桥武昌桥头堡为长江主轴右岸以南唯一规划预留的大型商务区。杨泗港武昌商务区将撑起整个武昌南沿江区域，从而带动南部地区发展，望相关部门着眼城市未来发展，统一规划建设，打造成武昌南沿江大型商务区。
市自然资源和规划局：
经核实，杨泗港大桥武昌延长线两侧控规的用地性质主要为商业、商务用地。从规划到项目落地，具体的建设时序，要结合国民经济发展计划、区土地征收情况、招商引资情况分阶段逐步推进。目前，该区域万科项目中约有15万平方米的商业商务建筑在建设。后续，随着该区域土地供应和招商引资的推进，商业商务项目将逐步增加，形成集聚的商务区。
白沙洲云帆街项目正进行片区整体规划
网民：
白沙洲青菱西岸近两年是否有商业规划?云帆街什么时候建成?
洪山区：
青菱都市工业园目前处在规划中的大型商业区有：青菱西岸、云帆街等，由洪山区牵头整体规划。云帆街项目目前正由区城投公司根据我区实情与规划部门共同进行片区整体规划，实行整体打造，分片开发。其中部分成熟地块已计划启动招拍挂程序。
智慧生态城产业及商业配套项目均已开工　　网民：
目前同样是发展新城，为何长江左岸的智慧生态城没有商业体和商标引进意向，建议智慧生态城引进商业体。　　武汉开发区(汉南区)：智慧生态城作为产城融合发展的主战场，推动产业布局、商业引进时，充分考虑产业生态的培育，目前沿江经开大道融创智造中心、文旅产城总部、绿投总部、湖北工建科创产业园等产业项目及商业配套项目均已开工，项目建设着力于优质产业引进与商业配套综合性发展。
野芷湖片区规划有8 万多平方米商务用地　　网民：
我是华中农业大学的一名学生，学校位于南湖西侧，夹在野芷湖和南湖之间。我发现野芷湖、华中农大附近没有大型商圈。周围南湖、白沙洲片区以及纸坊都有较大的商圈，野芷湖片区商业规划如何?
洪山区：
经查武汉市现控制性详细规划，在珞狮南路东侧(南湖大道北)规划有5万多平方米的商业用地;狮子山北路与南湖大道交会处东北角规划有近1.4万平方米的商业用地;湖中农业大学西北角(珞狮南路与南湖大道交会处东南角)规划有约1.8万平方米的商务用地。
金北一路：居住用地根据规范要求配套商业　　网民：
东西湖区金北一路北和张柏路西的啤酒厂现在的规划方案是什么，什么时候动工呢?请问有没有大型商业规划?附近不少大的社区，居住人口众多，要么到很远海林广场，要么去环湖路万达，很不方便。
东西湖区：
我区自然资源和规划局规划管理科根据您反映的问题进行了调查：经核实《东西湖区新城组群控制性详细规划导则》，张柏路以西、金北一路两侧的地块城市规划为居住用地、中小学用地、体育和医院用地。其中居住用地会根据规范要求配套商业，沿金北一路西边在沿海翡丽公馆小区东侧地块规划有商业用地。　　【编辑：谢源】"
t3620127,重点监管资金全程不见面审批，企业头天申请第二天就到账,2020-05-03 03:54,"长江网讯(记者汪洋)
“申请资料提交后次日，我司申请的预支重点监管资金就拨付到账了。”近日，纽宾凯集团旗下武汉新航盛置业有限公司在武汉 “企业直通车”上留言，点赞市房管局房产交易中心资金监管科，“为他们在整个审批过程中的高效和大力支持点个大大的赞!”　　长江日报-长江网记者了解到，疫情防控期间，纽宾凯集团将旗下 30 多家酒店全部拿出来，免费供援汉医务人员住宿。随着援鄂医疗队大规模进驻武汉和湖北省内其他地区，纽宾凯集团响应政府号召“，承包”了多支医疗队的住宿和饮食。该集团在武汉三镇都有酒店，接待了来自山东、江苏省的多支援汉医疗队。　　考虑到不同地域的饮食文化不同，纽宾凯酒店还绞尽脑汁提供特色饮食。在山东医疗队的早餐中，除了提供鸡蛋、牛奶、馒头等常规食物，酒店还精心为他们提供了切好的大葱。酒店待医护人员如家人，频频收到医疗队的点赞，感谢信也如雪片一般涌来。有医护人员在感谢信中写道：“谢谢纽宾凯陪我们战斗两个月!”　　3月下旬，市房管局出台六条举措支持企业复工复产，相关政策规定，对受疫情影响经营困难或疫情防控期间作出贡献的企业，在工程进度未达到规定的用款节点，可申请预支重点监管资金。　　纽宾凯集团旗下武汉新航盛置业有限公司在汉阳区有一开发项目，疫情期间工地停工，营销中心关闭，公司面临资金周转困难。得知市房管局发布了这一举措后，该公司向市房管局提出了申请，希望能使用重点监管资金。　　4 月 8 日，该公司按要求提交了申请材料。“因我们的项目还没竣工，资料交上去后有些担心，以为审批过程会很复杂，没想到次日上午，我们申请预支的重点监管资金就到账了。”该公司工作人员胡女士告诉记者，整个审批流程很顺畅，比预想中快多了。　　市房管局房产交易中心资金监管科负责人向长江日报-长江网记者介绍，该企业为武汉市抗击新冠疫情做出了贡献，符合预支重点监管资金的要求。4月8日收到该公司申请后，指导对方网上提交了申请材料，全程不见面审批。梳理其监管账户后，次日上午，为其拨付的 4000多万元重点监管资金就到账了。　　【编辑：谢源】"
t3620126,光明日报：近5年科研产出中国增长最快，武汉两所高校进入升幅前十,2020-05-03 02:50,4月30日发布的2020自然指数年度榜单展示了不同国家和科研机构在自然科学领域高质量科研产出的情况。根据榜单，美国依然位于首位，中国居第二位，但差距在不断缩小，中国2015年以来的科研产出有大量增加。其他年度产出居前十位的国家分别是德国、英国、日本、法国、加拿大、瑞士、韩国和澳大利亚。数据显示，美国经调整后的贡献份额自2015年到2019年下降了10%，而中国则增加了63.5%，是增长最快的国家。　　与前几年一样，中国科学院、哈佛大学和德国马普学会依然位居机构产出的最前列。其中，中国科学院位居机构首位，其贡献份额是哈佛大学的两倍，占自然指数总份额的2.8%，并且在化学、物理、地球和环境科学这 3 个学科领域的产出均居于全球首位。哈佛大学的生命科学研究产出在全球居首，该学科的实力支撑了该校在总体产出中的领先位次。该校是学科排名跨度最大的机构之一——其生命科学位居第一，而化学则居第33位。其他2019年贡献份额位居前十的机构还包括法国国家科研中心、美国斯坦福大学、美国麻省理工学院、德国亥姆霍兹国家研究中心联合会、中国科学技术大学、英国牛津大学和北京大学。值得一提的是，中国科学技术大学经调整后的贡献份额增加了25.6%，令其位次较前几年有大幅提升。　　今年的自然指数年度榜单还增加了机构上升之星榜单，该榜单追踪2015年至2019年各机构高质量科研产出的增长情况。中国在该榜单居主导地位，前44家机构上升之星全部来自中国。其中，中国科学院大学经调整后的贡献份额增加了242%，这反映了该校在过去4年发表的高质量科研成果有显著增加。根据2015年至2019年调整后的贡献份额的变化情况，升幅最快的前十家机构上升之星分别是中国科学院大学、中国科学技术大学、上海交通大学、清华大学、中山大学、四川大学、南方科技大学、南京大学、华中科技大学和武汉大学。　　(来源：光明日报)　　【编辑：谢源】
t3620125,央视：“五一”期间，武汉8万医务人员坚守岗位,2020-05-03 02:46,据武汉市卫健委统计，今年“五一”假期期间，武汉有8万多名医务人员依然坚守在岗位上。　　今年 33 岁的陈江南，是武汉大学人民医院儿科的一名医生。1月25日，医院成立发热门诊后，他主动报名，成为了发热门诊的一名医生，负责对发热病人进行筛查，诊疗等工作。最忙的时候，一天穿着防护服要工作十多个小时。陈江南：“我们现在已经耐受了，都不出汗了。”　　这个假期，陈江南没有休息，依然坚守在发热门诊的岗位上。在他看来，这场抗击疫情的战役还没有结束，作为医务人员，他会一直坚守。　　武汉大学人民医院发热门诊医生陈江南：因为现在虽然说武汉的这种防控疫情取得了初步胜利，但是还没有到我们这种医护人员松懈的时候。　　除了像陈江南这样依然奋战在抗击疫情一线的医务人员，随着武汉疫情防控形势的持续向好，许多曾经在一线的医务人员已经回到了自己原来的岗位上，但这个“五一”假期，他们也同样选择了坚守。　　武汉大学中南医院脊柱与骨肿瘤科的主治医师齐勇建也就是其中之一。2月19日开始，他进入雷神山医院的重症监护室工作。抗击疫情期间，武汉大学中南医院将2号楼、4号楼、7号楼全部改建为新冠肺炎隔离病房，总共开放床位 2000 张。齐勇建工作的脊柱与骨肿瘤科的病房就在其中。如今，不管是科室的病房，还是他自己的工作岗位，都恢复了正常。据武汉市卫健委统计，五一假期期间，武汉有 8 万余名医务人员依然坚守在岗位上。　　武汉大学中南医院脊柱与骨肿瘤科主治医师齐勇建：这个病人还做了手术，随时可能出现病情变化，出现病情变化谁来处理呢?那必须要有人坚守，这也是我们的职责。　　(来源：央视新闻频道)　　【编辑：谢源】
t3620117,新冠病毒人工制造？诺贝尔奖得主本庶佑澄清虚假消息,2020-05-03 00:39,"近日，2018年诺贝尔生理学或医学奖获得者、日本著名免疫学家本庶佑的名字，在新冠肺炎疫情下被借用甚至传播了大量虚假信息。对此，日本学者本庶佑本人于近日通过其所在的京都大学官方网站发表声明文章予以澄清。
2018年诺贝尔生理学或医学奖获得者、日本著名免疫学家本庶佑
据日本媒体报道，有人假借本庶佑之名通过英语、印地语等语言传播“新冠病毒是人工制造的”等虚假消息，甚至恶意杜撰本庶佑具有曾在武汉工作的经历。
对此，本庶佑和京都大学的声明如下：　　“本庶佑高等研究院副院长、特别教授认为，由于最近的一些海外报道引起误解，本庶副院长、特别教授的声明文如下所述：　　因为新冠肺炎在世界范围内流行，造成的痛苦和经济损失，史无前例。当下全世界都经历痛苦之时，我和京都大学的名字，被用于进行虚假发布和错误信息的扩散，让我感到非常惊讶。　　现在，是我们所有人，特别是在科学研究最前线的人竭尽全力的人们，为了和这个共同敌人战斗而应该合作的时候。我们为保护友爱的人们的生命而努力，一刻也不能延迟。我们所有的努力都必须倾注于治疗疾病，防止悲伤进一步扩散，制定面向新时代的计划。在这种情况下，像这样对疾病的起源毫无根据的主张，是极其危险和具有毁灭性的。　　人类的幸福建立在与自然环境和谐共生的原理之上。本校为了这样的人类全体的福祉而尽力。我为全身心地支持本校的工作而感到无比的高兴和自豪。让我们继续朝着我们人类能够达成的最高目标前进吧。”　　(来源：央视新闻客户端)　　【编辑：谢源】"
t3620116,说话老“没谱”，仅23%美国人相信特朗普的疫情言论,2020-05-03 00:36,"据美联社和美国芝加哥大学民意研究中心所做的最新民调显示，新冠肺炎疫情如今在美国不仅是一场公共健康危机，还成为了一场“信任危机”。只有23%的美国人认为总统特朗普是“有关新冠肺炎疫情的‘可靠信息源’”，52%的人只相信本州和本地领导人的话。
(来源：央视新闻)　　【编辑：谢源】"
t3620115,美国新冠肺炎确诊病例达1107815例，死亡人数65173 近期或激增,2020-05-03 00:30,当地时间5月2日上午11点30分，根据约翰斯·霍普金斯大学实时数据，全美因为新冠肺炎相关症状死亡病例已经达到了65173人，确诊新冠病毒感染者达到了1107815人。　　由于各州开始在数据中包含“可能相关死亡案例”，因此死亡数据在接下来可能会激增。　　统计总数包括所有50个州、哥伦比亚特区和美国其他地区的案例，以及从其他地区撤离案例和美国军队、退伍军人医院和联邦监狱的案例。　　(来源：央视新闻客户端)　　【编辑：谢源】
t3620114,美疾控官员承认多项失误致美疫情恶化,2020-05-03 00:25,"美国疾控中心1日发表了其首席副主任安妮·舒沙特的报告。报告称，2月时，美国未全面认识情况、缺少检测、未及时对欧洲进行旅行限制等失误，导致疫情迅速蔓延。美国国内的人口流动和大型活动、疫情与流感季重叠未及时发现病例等，也导致了病例激增、疫情恶化。
(来源：央视新闻)　　【编辑：谢源】"
t3620113,日本新增新冠肺炎患者306例，累计确诊14877例,2020-05-03 00:18,据日本广播协会电视台报道，日本5月2日新增306例新冠肺炎患者，累计确诊14877例、死亡517例。　　除日本国内确诊14877例之外，“钻石公主”号邮轮累计确诊712例、死亡13例。　　截至5月1日，日本国内目前还有332名重症患者正在医院接受治疗，包括“钻石公主”号邮轮上的乘客和船员在内，日本已有4632人出院。　　此外，东京都5月2日新确诊160例新冠肺炎患者，累计4477例，是日本确诊人数最多的地区。　　(来源：人民日报客户端)　　【编辑：谢源】
